-0.519076	5.85861	-1.13391	1.24052	2.71948	0.0377222	0.178965	5.53605	3.98915	0.298897	0.654364	-5.76313	-3.98802	1.12225	1.64945	0.284586	1.68752	-2.16313	5.77904	0.76618	-0.626175	-1.40115	3.79958	-0.378541	-3.30587	2.84814	6.92384	-5.08579	0.0409622	-3.72536	-3.48655	2.57969	3.44951	-3.67713	-0.787502	-1.26804	3.75317	-0.747455	0.794668	5.05103	0.515853	0.223536	-1.70763	-0.935008	2.55311	-0.670321	2.20662	9.52326	2.63449	-1.63368	2.08462	3.20918	-1.34486	-2.56379	-4.99724	-1.94182	3.02196	5.53791	1.50471	-3.59733	2.4732	6.76093	7.3565	-1.75269	-1.49479	-2.50942	0.286559	1.24619	-2.55131	-2.56201	5.28209	-5.44395	4.87243	-3.04467	5.14857	-3.50598	-1.16449	0.614755	5.03943	6.73951	1.65391	3.86472	-0.527782	-0.203686	-0.983459	1.28658	3.5973	1.16261	-0.216666	-1.87084	-2.7698	-3.52194	1.00057	-3.0124	-2.85738	-0.885898	-1.6142	-5.48076	4.5742	-0.110408	-2.10747	6.52579	9.85925	0.793406	0.459275	-1.22999	-0.36861	-2.83575	-6.55037	-2.85794	-0.525061	-2.99079	3.2691	0.840469	0.217794	1.59947	2.48289	-5.68392	-1.59916	0.133488	3.69184	2.58543	3.38364	1.84147	-0.377887	0.658218	-1.67917	-3.71421	-3.19249	-1.20847	6.22873	3.73673	-1.19775	4.07282	1.72931	9.15973	-5.39309	1.91035	-3.02722	-4.13971	3.42203	0.492229	-0.171793	0.0726089	-0.507463	0.544304	-0.891027	0.250917	4.02392	-2.95995	1.13966	-2.63924	-4.79528	2.05432	-0.616669	-4.3139	-1.11007	-2.15874	3.24724	-2.48813	7.22476	-1.73177	-1.03368	-2.06834	2.25362	-2.00938	-0.505589	0.12952	-1.15857	1.05471	2.11226	1.69552	-0.19673	-0.313549	-3.79507	-1.8075	-0.635703	0.781499	4.01247	-3.14674	-2.19171	-1.13574	-1.21955	3.88513	0.747645	0.733924	8.39736	1.42413	1.92772	0.663672	3.02467	5.14541	-0.242455	-3.70275	0.51161	3.30375	-7.66936	-0.0622215	-1.56094	0.266865
-2.045	2.76111	-2.99555	-0.849976	-6.63424	-3.19718	2.11679	2.17917	6.21704	0.0242462	-1.68025	-5.62589	-2.32483	-0.510393	2.90073	-0.0969391	1.91638	-4.39103	5.26026	1.49868	-0.443126	-2.57609	2.5941	2.33759	-1.00178	2.46662	5.108	-4.2771	0.391946	-3.71009	-2.1133	3.47998	2.22878	-4.05865	-0.497579	-1.51215	3.75317	-0.350671	-1.21949	6.66856	2.48422	0.742302	2.24451	-4.39876	2.78196	0.138516	0.741762	10.1184	0.559256	-1.25217	0.741747	3.60597	-0.856625	-4.13552	-2.12859	0.392792	2.3658	2.07415	-1.15035	-1.78149	-1.60092	7.85969	4.35046	-2.97343	0.504098	1.0154	2.17873	0.330638	-0.476079	-0.0443501	1.80308	-2.56004	6.15424	-2.17491	2.11215	-2.45318	-1.17975	0.828492	1.88086	3.53514	3.83601	3.39176	-1.70272	-0.341088	1.30535	-0.77338	-0.186901	2.7954	-0.125065	-2.29815	-4.60076	-2.56059	1.79398	-2.63088	-1.66718	1.0672	-1.0191	-2.58158	1.62922	1.06453	-4.33537	4.95421	9.32521	1.52591	-0.410481	-0.406039	0.48588	-3.27834	-3.72752	-1.46942	-3.50058	-4.19626	2.91811	-1.79933	-0.316238	0.272017	2.52854	-5.37874	0.00294685	1.20156	4.83625	2.52436	1.68993	3.80998	-1.55283	3.03863	-2.73197	-4.44671	-8.68566	-2.65806	2.24621	3.41628	2.08295	0.395331	4.20132	4.24639	-2.49391	4.04664	-2.34067	-9.14465	4.4443	2.71997	1.38467	-1.46843	0.972668	-2.17183	1.7335	-0.679752	2.94058	-2.47171	0.559816	-0.335167	-5.39039	2.61889	0.863457	-1.36892	-4.51275	-2.73857	3.78128	-3.12903	4.12726	-0.877279	-1.44573	-0.695084	-0.73716	-1.84159	0.242033	1.07561	1.5881	2.16858	2.60065	1.51247	-1.64647	0.23575	-5.82449	-2.05161	-2.28376	-0.347641	4.82131	-10.929	0.265037	1.70238	-0.319271	1.8557	-0.57981	1.3443	6.9783	0.691775	4.01821	1.73174	-0.545954	6.48814	4.03014	-2.00919	1.42717	3.05964	-4.58713	-1.54235	2.81837	0.892499
-0.091908	1.14358	-3.37708	-1.53668	-5.38327	-5.68446	2.22366	-0.0334582	8.06342	2.0384	-2.67214	-1.26184	-0.783643	0.847596	0.932369	0.177717	1.06189	-1.30879	5.80957	2.10905	-1.87745	-0.607731	3.40279	2.18508	0.569942	-1.6075	3.56681	-4.81113	1.27697	-4.86976	-1.45712	3.8157	-0.151638	-4.07392	0.387439	-3.55685	4.0431	1.40411	-0.746523	2.1062	2.01124	0.772836	-1.61587	-3.71221	3.9569	1.32872	-1.65392	5.80012	-0.997203	-1.52682	0.970596	-1.88721	0.0436592	-5.37153	2.37285	3.41411	0.885672	1.89095	-1.28776	-1.9798	-1.81465	5.87606	1.58852	-3.32441	-2.86805	1.48852	1.11066	-2.03451	-0.0792944	-0.776705	1.32995	1.65148	5.05563	1.05999	1.36437	-2.68203	-1.46967	-0.911023	-2.63585	-0.401728	0.753776	1.91164	-4.37305	-2.66044	1.42749	-0.880248	-1.54504	6.64067	-0.414981	-2.0235	-4.70762	-1.06519	-2.21907	-2.90553	0.133399	-0.275523	-0.408721	0.470273	0.606795	0.54576	-3.8624	2.54327	5.52574	2.71611	0.703391	-2.9695	1.98127	-4.45328	-0.385754	0.346432	-9.4516	-1.64806	0.873421	-0.777056	5.16167	2.80495	2.83372	-1.88445	0.674387	3.58198	5.76708	1.07477	-0.431098	3.61167	-2.19373	1.13134	-1.92328	-3.89741	-4.91688	-1.57473	-0.286878	1.95143	1.09122	2.24156	1.13435	3.98685	-2.92108	6.47285	0.604315	-6.505	7.11463	4.58162	2.33075	-2.42979	1.33892	-2.88907	2.45074	-3.35008	1.71984	1.90759	-0.0505505	2.39623	-5.71084	2.3595	0.939791	-0.63641	-6.43547	-2.7691	4.97149	-0.550297	0.190386	0.618113	0.278506	-0.908667	-1.17975	-1.82633	-0.581923	1.41132	1.43557	3.38932	4.93526	1.49721	-0.837786	0.846125	-5.93136	-0.0374556	-2.07018	0.171124	3.11234	-8.99135	1.83676	0.695375	-1.43314	2.03874	-0.366227	0.505075	1.10361	0.356057	2.09566	2.37265	2.74986	7.1443	2.79428	-3.062	2.63264	3.33429	-2.38977	-1.61868	5.65663	1.79279
1.75447	1.93701	-5.71169	1.04205	-2.39249	-2.90741	3.67325	-1.87983	4.38609	2.72511	-7.93647	2.44618	0.162448	2.95336	-3.23335	1.64257	2.46568	0.308737	6.13002	1.84967	-2.53362	3.26807	1.12925	0.14038	1.51603	0.208189	4.07032	-4.26183	0.163097	-4.35099	-4.32577	-0.807726	-1.72336	-3.49408	2.17275	-2.21413	2.31885	1.49571	0.443684	-0.747335	1.11096	1.93251	-1.53969	-2.21682	3.14821	0.520034	0.253368	2.67194	0.665977	-3.86143	3.59513	-5.36639	0.379376	-4.85276	4.05145	5.30628	0.809338	1.02119	-0.707923	-1.70515	-2.6844	3.73976	-0.288394	-1.60017	-3.92101	2.08362	1.33952	-2.44656	-2.38337	-2.2721	2.18444	2.15514	2.3853	-0.801502	-0.405671	-0.377948	-1.77485	-3.32196	-4.89428	-1.46995	-1.44359	1.25546	-1.61128	-3.94224	-0.601934	0.569342	-3.34562	7.12906	0.439502	0.0211859	-4.70762	-3.3082	-2.14288	-2.05104	0.514924	-0.0619411	0.491562	0.0431009	0.850919	-0.064607	-2.09236	-3.66715	3.58777	1.61751	0.184618	-3.97665	0.608015	0.124344	0.651938	3.0473	-10.6267	-0.640913	3.66573	1.31343	8.93077	4.68186	3.42883	-0.541576	1.57467	1.9646	3.20361	-0.45116	-2.27747	1.56697	-2.8041	-1.29488	1.31161	-0.0979366	-1.22412	-2.96325	-0.119089	1.00533	2.47974	1.18875	-0.483173	3.98685	-3.24154	5.72524	1.0469	-4.32291	5.22261	4.09338	0.347127	-0.73608	-0.385328	1.13925	2.19135	-2.32781	4.26804	3.00635	-0.371001	4.27315	-3.40676	-0.844861	2.09946	-1.18572	-3.33797	-1.89935	4.74264	-0.412895	1.73143	1.5642	-0.209726	-3.24328	0.254578	-3.85575	-1.49748	2.00643	3.15982	5.1899	3.89773	-3.14149	0.367689	3.48592	-3.61201	-0.220505	-4.37426	1.07142	0.701389	-5.10028	4.23244	-0.525366	-3.23372	0.894344	0.518789	-1.57016	0.508344	1.50046	3.43838	3.56285	6.70201	7.46475	-0.181233	-6.02225	2.11387	5.08907	-3.15265	-1.9086	5.2142	1.54867
2.13599	3.72231	-3.22456	2.33912	1.52912	-2.75474	4.03951	1.7975	1.28844	0.146381	-7.0516	2.62938	0.498166	4.2199	-5.47652	3.1685	1.67225	-1.93428	0.926761	-1.3547	-2.85408	3.46654	-1.31224	1.19318	-1.91719	0.315058	5.55044	-3.36154	3.00121	-1.71119	-5.05828	2.42702	-2.95937	-4.04338	1.97443	-0.688205	3.96676	0.915872	3.69385	-3.20408	1.64499	-0.32577	-3.55385	-0.980808	4.84192	1.05407	0.65016	-0.379912	1.62733	-1.3743	5.18212	-1.47547	0.394643	-4.82223	2.96811	3.07854	4.57828	2.13506	0.192368	0.629459	-0.410864	1.60347	2.22927	-3.82792	-1.64746	1.82423	5.12372	-1.30215	-1.34584	-1.47867	3.96975	1.59057	-2.3908	0.831136	-3.10654	2.35345	-2.08004	-5.76345	-3.84147	2.83302	-5.3194	0.355177	-0.58885	-2.84364	-1.86848	2.09527	-4.30698	5.69473	-2.41388	1.57764	-4.99754	-3.72025	-3.57721	-2.29516	-1.20932	1.40292	2.56679	0.302491	2.31578	-1.54473	1.47826	-3.69784	2.33649	2.4262	1.60368	-3.15271	-1.78767	2.97788	-0.751851	1.73511	-8.06324	-0.305189	6.42767	3.44973	1.28618	2.74403	2.87952	0.969082	1.62047	0.423405	2.19646	-2.55692	-1.78924	-0.56932	-3.70438	-3.44644	3.21906	4.15939	-0.171164	-1.58999	-1.2635	-0.490057	-0.343106	1.12769	-2.29901	6.01627	-1.80721	3.65001	-1.25718	0.132729	3.95607	4.64268	-0.629498	-2.96382	-1.6366	-0.966362	-0.723093	-0.527237	3.8256	1.02272	-0.0963507	3.49499	-3.28463	-2.17247	2.16053	-4.69527	0.308985	2.49522	5.59713	1.61653	2.98271	1.89992	-1.11002	-1.91582	4.38977	-3.09286	1.06598	1.45712	4.70101	4.12182	4.41649	-3.09584	2.45818	6.23259	0.858895	-0.235771	-3.62664	2.85672	-3.76952	-2.00263	2.90499	0.57324	-0.716056	1.41311	2.88394	-3.12662	-0.666597	-3.36708	4.96431	3.04409	8.63998	7.76994	-1.49358	-2.6959	0.343829	3.15124	-5.5178	1.26523	0.25505	0.373734
-0.747929	2.94416	-1.05773	0.370758	1.72759	-2.17491	1.44551	4.0254	-1.18358	-2.02045	-2.64176	2.9193	0.513433	1.67171	-7.03298	3.24483	1.33654	0.842769	2.10155	-3.26215	-0.260077	-1.17215	-2.30413	2.12401	-4.12982	-1.13453	5.04694	-1.57623	3.15388	-0.70404	-3.3493	2.61023	0.748499	-2.91424	1.95916	0.257886	1.73902	-0.274336	2.99203	-3.61614	1.96544	-2.18741	-3.95064	-2.36934	5.22345	-0.654907	1.24526	2.94643	-1.22605	0.792532	3.51895	3.66688	-0.765024	-3.66255	-0.57198	2.08665	3.32715	-0.123215	-2.08118	-0.118162	0.870944	2.07644	2.65659	-1.92062	0.504098	3.8384	8.80121	0.208503	-1.28477	-3.4623	0.872252	0.69028	-2.92498	1.50258	-2.37418	2.49085	1.67363	-2.69648	-1.17114	7.41079	-3.77835	-0.56038	0.0367844	-0.173306	-0.76987	-0.437663	-2.61327	4.45873	-1.69679	-0.665362	-2.11363	-3.4456	-4.81322	-2.02051	-3.91019	1.47925	1.51399	-0.841916	2.68203	-2.78074	-0.657884	0.0863686	3.4351	2.76192	2.25985	-3.97665	-3.35939	3.11528	-1.11811	1.94869	-6.47624	-2.02944	9.75417	2.10701	-5.50423	0.607735	0.819565	-0.404175	0.750723	1.50674	6.49942	-4.40329	-5.52764	-2.12579	-2.88044	-3.84323	5.91993	5.82271	-0.125362	-0.933818	-1.32456	-1.14622	-0.495775	-0.0319872	-1.81078	5.25339	-3.18047	1.80363	0.360191	-0.218102	3.02524	2.64379	-1.54505	-5.11539	-2.2775	-2.24816	-0.585844	-3.91465	4.95474	0.625937	-0.950841	3.73911	-4.15438	-3.97304	1.87062	-4.00872	3.68129	3.8839	5.64293	2.59315	2.46393	2.78494	-4.055	-7.34793	4.31359	0.142035	2.65298	0.846756	4.77735	3.191	5.31678	-1.34106	1.98521	5.21032	-1.23145	1.21382	0.1881	2.65841	-4.28844	-2.4298	3.40849	0.344391	2.03061	-1.45554	3.00607	-3.20295	3.62111	-2.75686	4.4608	5.04298	4.38281	6.0457	-1.26473	-2.22278	1.70182	0.725021	-6.79961	2.30293	-2.90367	-0.847008
-0.900598	1.73869	0.788647	-0.60586	0.567912	0.464886	1.30811	5.00202	0.433793	-0.387805	3.09569	1.48497	-0.356324	0.954464	-4.50005	2.37508	1.90111	-0.744069	1.88796	-2.19408	3.06643	-1.70634	-2.63985	4.77907	-2.78709	-2.37054	1.8273	2.2843	5.47323	-0.948157	-0.358514	2.32031	2.97639	-2.27334	2.539	0.303687	1.32696	1.11419	5.84541	-2.18181	3.72022	-0.829423	-2.51632	-4.4751	3.4992	-0.746508	0.11612	3.41955	-0.508964	-0.55019	5.74669	3.92642	-0.536174	-1.86197	-3.07453	-1.14825	0.931473	-1.1151	-0.463808	-1.32364	0.642096	2.97673	2.38194	1.95518	2.35048	-1.27326	8.69449	3.18402	-1.57469	-2.69942	0.994233	-0.515194	-0.910819	2.11295	-1.74855	1.6211	3.90153	1.82022	0.415852	9.37931	-2.23716	2.87283	-0.802439	-0.615737	-4.18782	-3.18433	-2.23175	2.94807	0.668351	-2.23709	-0.801284	-0.821072	0.0543207	-3.45483	-0.858486	2.92884	1.45292	1.12644	4.14688	-0.522466	0.379655	3.76386	3.20625	1.90743	1.71055	0.0363989	-0.536546	1.08586	-2.29304	2.83371	-4.95032	-4.15046	9.63218	2.90043	-6.41994	-0.368891	2.16229	-3.95953	-2.7741	1.56781	2.37966	-4.20498	-6.01602	-1.9122	-1.67496	-2.98874	4.60774	2.13011	-1.86488	0.25639	0.125028	-0.307009	3.27316	-0.0930548	0.829016	4.91767	-4.41648	3.45154	3.6409	-1.11839	1.52985	-1.52193	-2.75052	-7.5416	2.91049	-4.04874	1.74877	-1.19867	2.40654	1.77034	0.163032	1.72495	-1.59092	-0.875548	0.695675	-4.54275	5.58873	1.62562	7.67236	2.34904	1.56364	1.96099	-1.30849	-8.79768	6.32774	-1.71946	-0.459787	-0.923285	3.32776	1.40569	1.59364	0.490048	1.66476	4.56942	-5.12252	-0.159437	0.676486	0.903634	-2.5642	-0.14099	0.829757	-1.99022	1.29825	-1.60821	1.26657	-1.75336	6.7493	1.3478	2.69076	4.85993	3.28405	5.66418	1.93964	-2.78734	0.0386457	-0.556787	-9.75986	3.5084	-6.53535	-0.908075
-3.21994	-0.0618919	2.32984	-0.361744	1.95643	0.602288	-1.01124	4.75791	-0.0544386	1.73322	5.12527	-2.07038	0.467631	1.50377	-6.10215	-0.279988	-1.54738	0.0340862	1.58278	-2.42292	2.94444	-1.43169	-0.915606	4.04672	-2.42084	-3.01144	-0.949896	5.38195	4.43569	-1.25334	0.0840712	-0.0143037	3.08326	-1.66297	2.27962	0.0137701	3.63104	1.77036	5.41824	-0.365972	3.5219	1.27634	1.03904	-8.93073	3.4076	-2.77593	-2.84413	4.01466	1.85618	-5.26522	4.12931	1.89699	2.08836	-3.21996	-0.297477	-1.02626	-0.0604193	0.578606	0.787467	-2.54438	1.20666	2.73261	3.52634	-1.61529	4.76142	-0.678308	5.2002	3.33669	-1.58995	-0.914107	1.87926	-2.8956	0.64564	0.114055	-1.13817	2.44505	5.7479	0.309718	-0.957404	5.12213	-0.711235	2.76612	-0.268399	0.223486	-3.21135	-1.2923	-1.63665	4.32132	1.37033	-1.15375	-3.34948	1.34575	4.95255	-3.24125	-0.69055	5.32452	0.583163	-1.95579	3.64339	0.469425	3.91974	3.65714	1.74139	0.701959	1.39009	-2.06921	0.48588	-0.180685	-2.06419	2.00976	-2.84455	-5.70692	9.90683	2.07648	-1.23195	0.455065	2.81845	-5.59232	-5.27665	1.56781	-6.25697	-1.29053	-4.29178	-3.0566	-0.744138	-1.78326	3.37173	-1.54738	-0.216964	-0.552299	-3.56758	1.18838	2.60187	-1.25273	0.6765	3.16289	-7.37673	2.67338	4.09875	-1.74403	6.09221	-3.18526	-5.13094	-5.63431	6.3744	-3.85042	2.74065	-3.36535	0.819548	3.86084	-0.355735	1.908	-0.583761	1.32182	2.95395	-3.99345	5.1005	0.053895	4.59012	7.5523	-1.38134	1.04543	-0.8659	-7.11924	5.85478	-0.0868149	-2.07731	-1.30481	-0.517515	-0.425417	-0.0544157	-1.15786	1.64949	1.92962	-7.64033	2.08358	1.85143	-1.79723	0.136669	3.17025	-1.62699	-2.6922	0.672621	-3.34771	-0.564543	0.93224	4.58262	3.88087	1.43948	0.205975	3.23825	5.06908	1.23782	-2.52796	1.39663	-0.0380154	-9.33269	3.85939	-4.68913	-3.51734
-3.92191	-1.31317	3.85577	1.97287	2.90253	0.602288	-4.6124	2.71321	-0.664813	5.31911	2.89752	-1.38383	1.96302	4.7234	-3.87442	-4.76616	-2.0205	3.26898	3.59694	0.750913	-1.70951	1.19284	0.33567	4.00092	-3.27533	-2.75206	-2.24697	3.21528	3.79478	-2.13836	0.389255	-0.716272	2.79334	-1.92236	2.26435	1.44809	5.20276	4.41016	7.12722	0.0155535	-0.262303	0.223536	-0.517273	-7.42023	3.4076	-1.14329	-4.7363	0.566172	1.6884	-3.19014	2.00829	0.630451	1.93584	-2.13663	-2.46416	0.438593	2.50304	3.56939	1.13845	-2.89536	0.367445	2.71734	4.45717	-0.364166	4.59364	0.527166	3.2775	2.46693	-1.30004	0.0472512	5.40407	-4.46733	-1.59737	-0.862569	-1.39756	1.04126	2.94032	3.1173	0.995685	0.544356	1.39452	2.75085	4.40082	1.13904	-3.15028	0.264159	-2.18595	3.81783	-0.0487304	-2.54228	-1.74738	0.292948	4.90691	-1.48648	-2.14014	3.99707	1.98695	-2.99348	3.90277	-1.80412	4.9727	1.90236	-1.81396	2.3804	3.11434	-2.77118	-2.94734	-0.53167	-2.04893	-1.22515	-0.418339	-2.01432	6.733	3.77018	-0.957146	2.82021	3.13891	-4.7989	-5.6887	0.987978	-7.56947	-0.847944	-2.75059	-2.24792	1.62101	-0.272606	2.44091	-2.89025	3.93349	-0.01826	-2.60637	3.29415	1.3964	-2.18355	0.951151	2.78138	-5.21005	4.65701	2.08459	-1.19473	4.88688	-2.97167	-5.83291	-2.91817	4.80282	-0.356142	2.20662	0.571369	-0.126535	1.93828	-1.54594	1.92327	2.0713	4.03795	3.94584	-5.99234	3.33045	-1.18211	2.39276	3.47832	-2.69368	2.44922	-0.850634	-4.99821	5.82424	-2.89439	-3.02341	-0.740236	-3.32525	0.932573	2.47851	-0.669624	-0.669849	2.37205	-5.1532	4.81498	-0.116937	-5.12374	1.43374	5.65753	-2.61888	-3.30257	-5.4462	-2.56956	-2.39566	1.06964	4.46048	8.35179	0.798583	-0.908052	3.23825	2.13936	2.64161	-3.96228	2.63264	2.8917	-7.27273	2.42506	-0.23349	-4.23457
-4.53228	-1.95407	3.9321	1.51517	1.20882	-0.267465	-3.63592	-0.582758	-0.405423	3.18296	-1.28347	-2.4977	1.45952	1.41232	-2.30269	-5.86492	-0.296256	3.72684	1.67438	2.94827	-3.40337	-1.27902	1.84633	1.68157	-3.61105	3.35149	-2.01812	2.51331	4.634	-1.89424	0.404521	-1.32665	3.35791	-2.51746	2.84419	1.81435	5.2791	3.6778	1.71038	0.610654	-0.75069	1.61206	-1.18871	-4.13953	4.27735	0.107982	-3.95815	-3.09604	0.803379	-0.74866	3.93084	-0.010457	-0.978613	-2.65539	2.92215	2.83427	0.900939	3.72206	-1.74546	-1.75096	-1.9977	1.84759	2.18362	-2.31726	6.6078	1.45798	1.15646	3.5808	-0.125095	0.0930519	4.71752	-4.25375	-3.1691	0.54122	-2.86242	1.83468	2.78765	3.84981	-2.66639	-0.844321	-0.238116	0.721428	4.93501	3.21427	-2.86037	0.920326	-4.24591	2.04778	-0.994822	-2.90853	-3.10536	-0.0580363	6.34123	-0.815035	-3.95599	2.76106	4.96247	0.729655	1.01885	-4.53552	4.14875	0.651089	-3.15684	-0.427181	0.306753	-5.12106	-6.02972	-0.83686	-0.0195026	-2.84267	0.863462	-1.52593	5.40539	2.70211	0.782368	0.333084	2.86425	-3.01359	-3.0947	-0.492146	-0.36731	-0.542761	-1.51458	-4.23154	2.90281	0.673485	-0.504073	-2.08157	1.82788	-1.72724	-1.67555	3.69093	-3.30335	-5.41845	1.83617	-0.133071	-5.95767	5.92355	0.528126	-0.584352	4.52063	0.232691	-2.09451	-1.6211	1.23221	-0.172939	1.30633	1.36494	-1.33201	2.12133	-1.31709	-1.26584	1.04903	3.3056	0.512619	-3.48994	3.23885	-0.66334	1.41614	1.2199	-1.30515	3.39531	-0.560717	-1.1224	7.85367	-3.91682	1.27956	-0.709702	-5.782	2.16858	2.61592	1.68026	-0.212151	1.53283	-2.69646	2.34311	-1.6734	-7.61101	1.4948	6.3595	-2.9546	-0.433919	-1.99786	-2.23385	-0.457829	0.489808	4.17057	7.71103	1.34788	-2.69336	-0.530687	1.40686	2.42803	-1.13944	-1.07523	3.91413	-2.23725	1.47897	3.76445	-3.97519
